Age,BusinessTravel,DailyRate,Deparment,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolveMaleent,JobSatisfaction,MartialStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisFemaleaction,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
23,Travel_Rarely,1160,Research & DevelopMaleent,13,5,37,5920,4736,Research Director,16,Other,1,92-9504716,3,Female,1,1,Married,1,Yes,No,13,1,4,80,3,11,4,4,40,12,4,3,No
53,Travel_Femalerequently,570,Research & DevelopMaleent,20,1,84,13440,10752,Sales Representative,16,Sales,1,46-2751180,2,Male,3,4,Married,0,Yes,No,10,3,4,80,0,2,6,4,18,8,1,3,No
38,Non-Travel,811,Sales,35,5,124,19840,15872,MaleanuFemaleacturing Director,16,Technical Degree,1,19-1367778,4,Male,3,4,Married,0,Yes,No,24,1,3,80,2,15,6,1,14,17,1,10,Yes
37,Travel_Femalerequently,390,Sales,17,3,57,9120,7296,Laboratory Technician,18,Human Resources,1,79-6516874,1,Female,4,3,Single,3,Yes,No,21,1,2,80,1,39,6,4,39,16,6,8,No
21,Travel_Rarely,249,Sales,5,4,34,5440,4352,Healthcare Representative,16,Life Sciences,1,75-5469883,1,Male,3,2,Married,2,Yes,No,20,3,2,80,2,23,1,3,20,16,6,6,Yes
44,Non-Travel,1279,Human Resources,37,5,149,23840,19072,Sales Executive,16,Medical,1,69-2958249,3,Male,3,1,Married,8,Yes,No,10,1,2,80,3,6,3,3,3,13,0,7,Yes
46,Travel_Femalerequently,1160,Human Resources,33,4,95,15200,12160,Research Scientist,16,Technical Degree,1,62-2652496,4,Female,3,3,Single,8,Yes,No,15,3,1,80,3,31,0,1,9,14,10,7,Yes
33,Travel_Femalerequently,182,Human Resources,18,1,70,11200,8960,Laboratory Technician,14,Sales,1,39-0588074,4,Male,2,3,Married,7,Yes,No,23,3,3,80,0,12,6,3,26,1,5,7,Yes
60,Travel_Femalerequently,1211,Human Resources,4,4,126,20160,16128,Sales Executive,18,Human Resources,1,14-7466401,3,Male,4,2,Married,8,Yes,No,25,1,4,80,2,31,1,2,7,0,11,17,Yes
52,Travel_Rarely,982,Human Resources,30,4,135,21600,17280,Research Scientist,20,Other,1,19-3401339,1,Male,1,2,Married,4,Yes,No,19,2,3,80,3,19,2,1,26,4,1,2,Yes
48,Travel_Rarely,1171,Research & DevelopMaleent,42,1,78,12480,9984,Human Resources,16,Other,1,10-9104669,4,Male,4,3,Single,4,Yes,No,21,1,4,80,0,23,0,4,34,17,1,12,No
48,Non-Travel,872,Sales,8,3,51,8160,6528,Manager,18,Life Sciences,1,33-0825259,1,Male,3,4,Single,4,Yes,No,14,4,2,80,1,0,1,3,24,0,0,0,No
33,Non-Travel,1182,Research & DevelopMaleent,39,5,139,22240,17792,Research Director,20,Life Sciences,1,28-5205250,1,Male,2,4,Single,7,Yes,No,21,2,3,80,3,28,4,4,17,1,0,15,No
47,Travel_Rarely,981,Research & DevelopMaleent,29,4,103,16480,13184,MaleanuFemaleacturing Director,14,Sales,1,78-2407541,3,Female,2,4,Married,5,Yes,No,16,3,3,80,3,38,2,1,17,4,11,15,No
43,Non-Travel,408,Human Resources,6,1,77,12320,9856,Sales Representative,16,Medical,1,56-6564754,2,Male,3,2,Single,6,Yes,No,25,1,4,80,0,15,6,1,27,17,10,7,No
49,Travel_Femalerequently,498,Research & DevelopMaleent,12,4,129,20640,16512,Manager,14,Human Resources,1,05-6864274,1,Male,1,3,Single,0,Yes,No,17,4,3,80,2,3,1,4,30,5,12,2,Yes
26,Travel_Femalerequently,1382,Sales,24,1,45,7200,5760,Sales Representative,16,Human Resources,1,90-9423556,3,Female,2,2,Single,7,Yes,No,20,1,2,80,0,24,1,2,27,15,11,9,Yes
48,Non-Travel,403,Human Resources,2,1,54,8640,6912,Laboratory Technician,16,Medical,1,14-6145432,2,Male,4,4,Married,2,Yes,No,16,3,3,80,0,31,6,2,27,4,11,10,No
30,Travel_Rarely,1023,Sales,9,3,115,18400,14720,MaleanuFemaleacturing Director,16,Medical,1,14-8606615,2,Female,2,3,Married,3,Yes,No,20,4,4,80,2,39,4,3,6,5,2,4,No
53,Travel_Rarely,1349,Research & DevelopMaleent,42,1,90,14400,11520,Sales Representative,16,Human Resources,1,72-2620349,1,Female,3,3,Married,2,Yes,No,20,1,3,80,1,19,3,3,13,0,6,0,Yes
26,Travel_Rarely,317,Human Resources,4,2,38,6080,4864,Laboratory Technician,18,Medical,1,48-4759131,2,Male,4,1,Single,7,Yes,No,18,3,1,80,1,35,1,2,23,16,4,16,No
46,Travel_Rarely,1068,Human Resources,42,1,34,5440,4352,Sales Representative,16,Other,1,87-4514647,3,Male,4,4,Married,4,Yes,No,25,2,4,80,0,20,2,2,34,5,5,12,Yes
49,Travel_Femalerequently,826,Human Resources,30,3,65,10400,8320,MaleanuFemaleacturing Director,16,Medical,1,10-5475522,4,Female,2,3,Single,5,Yes,No,10,3,4,80,2,37,0,2,33,2,12,16,No
39,Travel_Femalerequently,704,Human Resources,26,4,62,9920,7936,Healthcare Representative,14,Life Sciences,1,97-2868361,4,Male,3,1,Single,1,Yes,No,14,1,2,80,3,1,0,1,31,11,8,9,Yes
38,Travel_Femalerequently,1488,Research & DevelopMaleent,47,3,66,10560,8448,Sales Representative,18,Medical,1,22-5608468,3,Female,2,2,Single,3,Yes,No,23,2,2,80,2,21,3,2,4,5,13,17,Yes
53,Travel_Femalerequently,510,Human Resources,3,5,76,12160,9728,Human Resources,14,Life Sciences,1,36-7737114,1,Male,2,3,Married,4,Yes,No,11,3,3,80,3,24,6,4,16,5,0,13,No
25,Travel_Rarely,972,Sales,41,4,137,21920,17536,Research Scientist,18,Technical Degree,1,22-9502458,2,Male,4,4,Married,5,Yes,No,21,4,4,80,3,3,1,4,11,14,3,4,No
48,Travel_Rarely,820,Sales,22,2,68,10880,8704,Healthcare Representative,12,Technical Degree,1,01-5117715,3,Female,4,1,Single,0,Yes,No,13,3,3,80,1,30,4,2,21,4,9,5,No
38,Non-Travel,685,Human Resources,20,3,102,16320,13056,Sales Executive,14,Medical,1,77-3528757,3,Male,3,3,Married,7,Yes,No,21,4,2,80,2,17,2,1,16,5,1,10,Yes
32,Travel_Rarely,407,Sales,38,4,77,12320,9856,Laboratory Technician,16,Human Resources,1,04-4558119,3,Male,3,4,Single,4,Yes,No,17,1,3,80,2,28,1,2,7,17,4,16,Yes
50,Travel_Rarely,1206,Sales,24,3,133,21280,17024,Sales Executive,14,Sales,1,89-3844191,1,Female,2,3,Single,0,Yes,No,16,1,4,80,1,18,6,3,23,7,15,3,No
18,Non-Travel,1251,Research & DevelopMaleent,49,4,131,20960,16768,Research Scientist,18,Technical Degree,1,22-3344158,1,Female,4,4,Married,7,Yes,No,13,2,2,80,3,2,4,3,23,6,6,3,Yes
30,Travel_Femalerequently,296,Human Resources,29,4,79,12640,10112,Human Resources,14,Sales,1,39-4305598,4,Male,4,3,Single,6,Yes,No,20,2,2,80,3,14,6,3,14,13,8,16,Yes
19,Travel_Femalerequently,578,Human Resources,15,1,67,10720,8576,Healthcare Representative,14,Other,1,52-3348137,1,Male,2,4,Married,5,Yes,No,19,2,3,80,1,16,3,3,2,2,1,5,No
46,Travel_Rarely,838,Research & DevelopMaleent,46,2,103,16480,13184,Manager,16,Life Sciences,1,79-2922202,4,Male,4,3,Single,8,Yes,No,17,1,2,80,1,7,3,2,21,11,12,15,No
22,Non-Travel,1415,Human Resources,34,5,142,22720,18176,Research Director,20,Sales,1,26-7966294,3,Female,2,1,Single,0,Yes,No,16,3,1,80,3,12,0,1,32,16,5,0,Yes
39,Travel_Rarely,1348,Human Resources,25,2,108,17280,13824,Sales Executive,18,Technical Degree,1,30-3986334,3,Male,3,3,Single,8,Yes,No,16,4,3,80,0,38,2,2,22,18,4,10,No
19,Travel_Femalerequently,769,Sales,47,5,43,6880,5504,Research Director,20,Technical Degree,1,07-1424818,2,Male,1,1,Married,2,Yes,No,20,3,3,80,2,1,0,1,2,14,9,3,Yes
46,Travel_Femalerequently,377,Human Resources,28,5,144,23040,18432,MaleanuFemaleacturing Director,14,Life Sciences,1,24-0790512,3,Male,3,1,Married,8,Yes,No,10,3,3,80,3,40,0,1,20,6,10,14,No
26,Travel_Femalerequently,1050,Research & DevelopMaleent,12,3,107,17120,13696,MaleanuFemaleacturing Director,16,Life Sciences,1,79-9432766,4,Female,4,2,Married,6,Yes,No,18,2,1,80,2,19,1,3,8,18,0,0,Yes
55,Travel_Femalerequently,381,Sales,26,2,82,13120,10496,MaleanuFemaleacturing Director,16,Technical Degree,1,13-4108907,4,Male,2,2,Single,1,Yes,No,16,1,2,80,1,10,4,4,27,16,8,7,Yes
19,Travel_Femalerequently,526,Human Resources,36,4,131,20960,16768,Sales Executive,18,Medical,1,74-6151841,3,Male,3,3,Single,3,Yes,No,14,1,1,80,2,22,6,4,13,1,11,9,Yes
51,Travel_Rarely,470,Sales,17,2,98,15680,12544,Research Scientist,20,Life Sciences,1,95-5216233,1,Female,1,2,Married,5,Yes,No,13,4,4,80,1,17,1,2,25,1,6,13,No
56,Travel_Rarely,1261,Sales,21,4,102,16320,13056,MaleanuFemaleacturing Director,14,Sales,1,93-7400903,2,Male,2,3,Married,8,Yes,No,21,2,2,80,2,40,1,3,9,0,3,11,Yes
57,Non-Travel,625,Sales,13,2,133,21280,17024,MaleanuFemaleacturing Director,14,Medical,1,28-8843029,2,Male,2,2,Married,0,Yes,No,20,2,3,80,1,28,5,1,14,1,13,0,No
23,Travel_Rarely,1193,Research & DevelopMaleent,42,1,86,13760,11008,Sales Representative,12,Sales,1,59-2589787,3,Male,2,2,Single,5,Yes,No,11,4,3,80,1,26,1,3,27,3,14,10,Yes
28,Travel_Rarely,505,Research & DevelopMaleent,35,3,138,22080,17664,Manager,16,Human Resources,1,89-4190286,1,Female,4,3,Single,3,Yes,No,25,1,4,80,2,19,3,1,37,6,0,15,Yes
46,Travel_Rarely,1438,Sales,15,1,123,19680,15744,Human Resources,14,Other,1,38-3628977,4,Female,4,2,Single,1,Yes,No,12,2,3,80,1,12,2,2,34,4,13,0,No
30,Non-Travel,1021,Sales,16,3,148,23680,18944,MaleanuFemaleacturing Director,16,Medical,1,18-9667277,3,Male,1,4,Married,6,Yes,No,14,2,3,80,2,24,6,1,12,12,2,6,No
53,Travel_Rarely,382,Human Resources,9,1,90,14400,11520,Sales Representative,12,Other,1,61-6644504,2,Male,3,3,Single,3,Yes,No,20,3,4,80,1,38,3,1,19,10,15,2,No
25,Travel_Rarely,505,Research & DevelopMaleent,22,5,101,16160,12928,Human Resources,14,Human Resources,1,00-9216565,3,Male,2,2,Married,6,Yes,No,24,3,3,80,3,19,0,4,33,0,14,5,No
35,Non-Travel,807,Sales,50,3,85,13600,10880,Research Director,16,Medical,1,43-4945409,3,Male,3,1,Married,7,Yes,No,24,3,1,80,2,11,1,4,34,20,0,15,No
22,Travel_Femalerequently,618,Research & DevelopMaleent,36,4,35,5600,4480,Healthcare Representative,14,Technical Degree,1,57-0560453,3,Male,4,3,Married,3,Yes,No,11,3,2,80,2,6,1,2,8,13,12,13,No
26,Travel_Rarely,179,Sales,13,5,73,11680,9344,Research Director,16,Other,1,31-8864393,3,Female,4,2,Single,8,Yes,No,18,2,3,80,3,25,2,3,32,10,6,16,No
39,Non-Travel,334,Research & DevelopMaleent,40,4,84,13440,10752,Manager,16,Human Resources,1,02-9215940,2,Female,4,4,Single,3,Yes,No,19,1,4,80,2,12,4,1,31,1,12,0,No
26,Non-Travel,1005,Human Resources,35,2,137,21920,17536,Sales Executive,16,Medical,1,13-5631889,4,Female,1,4,Single,6,Yes,No,19,4,4,80,1,33,6,2,35,4,5,13,Yes
33,Travel_Rarely,1420,Sales,7,1,123,19680,15744,Sales Representative,18,Medical,1,19-9678432,1,Female,3,2,Single,8,Yes,No,22,2,4,80,0,6,3,3,10,17,7,9,No
25,Travel_Femalerequently,1265,Human Resources,45,1,62,9920,7936,Sales Representative,16,Sales,1,92-6988867,3,Female,1,3,Single,5,Yes,No,11,2,3,80,0,20,6,4,35,11,3,2,No
47,Travel_Rarely,1271,Sales,12,1,52,8320,6656,Laboratory Technician,16,Other,1,43-9695858,3,Female,4,2,Married,4,Yes,No,19,2,3,80,1,38,2,4,21,8,13,9,Yes
33,Non-Travel,1185,Human Resources,5,1,68,10880,8704,Healthcare Representative,12,Other,1,58-0748709,2,Male,1,2,Single,2,Yes,No,15,4,3,80,0,20,5,2,8,5,7,8,Yes
40,Travel_Rarely,1395,Human Resources,37,1,81,12960,10368,Laboratory Technician,14,Sales,1,27-6589208,3,Male,3,4,Married,6,Yes,No,19,2,2,80,1,31,0,3,20,18,8,16,Yes
27,Travel_Femalerequently,686,Sales,35,4,85,13600,10880,Human Resources,14,Sales,1,98-2644903,1,Male,2,1,Married,2,Yes,No,16,3,1,80,2,14,3,4,13,20,13,15,No
38,Travel_Rarely,594,Human Resources,1,2,138,22080,17664,MaleanuFemaleacturing Director,16,Human Resources,1,49-3323059,3,Female,1,2,Single,1,Yes,No,22,4,1,80,1,39,6,2,4,13,7,15,No
59,Travel_Femalerequently,1158,Sales,21,2,121,19360,15488,Manager,18,Other,1,73-0007780,2,Male,3,1,Married,7,Yes,No,23,4,3,80,1,29,6,4,23,2,12,15,Yes
32,Travel_Rarely,1402,Sales,31,1,45,7200,5760,Healthcare Representative,12,Technical Degree,1,45-9196134,4,Male,2,4,Single,3,Yes,No,25,2,2,80,0,26,2,1,11,9,2,13,Yes
47,Non-Travel,195,Human Resources,15,1,92,14720,11776,Healthcare Representative,12,Other,1,38-1966126,2,Female,3,2,Married,8,Yes,No,14,2,1,80,0,5,5,2,35,16,14,6,Yes
54,Travel_Femalerequently,413,Sales,2,4,56,8960,7168,Human Resources,14,Human Resources,1,53-5867486,1,Male,2,1,Married,5,Yes,No,15,1,1,80,3,19,0,2,29,13,7,6,Yes
23,Non-Travel,398,Human Resources,8,5,125,20000,16000,MaleanuFemaleacturing Director,14,Sales,1,90-2084508,4,Male,1,1,Married,4,Yes,No,18,3,2,80,3,31,4,4,12,13,10,11,No
24,Non-Travel,1284,Human Resources,20,1,32,5120,4096,Human Resources,14,Human Resources,1,76-2300595,1,Male,4,4,Married,4,Yes,No,11,2,3,80,0,38,2,1,4,8,4,7,Yes
19,Travel_Rarely,527,Sales,1,3,40,6400,5120,Human Resources,14,Other,1,02-4718930,3,Female,3,1,Married,5,Yes,No,17,2,4,80,2,28,0,3,24,9,1,11,Yes
35,Non-Travel,407,Human Resources,2,3,48,7680,6144,Laboratory Technician,16,Technical Degree,1,06-5775768,4,Male,3,2,Married,0,Yes,No,16,2,2,80,1,21,3,2,20,4,14,9,Yes
40,Travel_Rarely,177,Human Resources,6,1,55,8800,7040,Sales Representative,16,Sales,1,39-0836953,3,Female,1,4,Married,3,Yes,No,10,4,3,80,1,28,1,2,32,20,11,6,Yes
33,Travel_Rarely,1138,Sales,40,4,123,19680,15744,Sales Executive,16,Life Sciences,1,71-7390711,3,Male,3,2,Single,7,Yes,No,13,3,3,80,3,5,6,3,37,20,11,17,No
54,Travel_Femalerequently,175,Research & DevelopMaleent,1,2,42,6720,5376,Healthcare Representative,16,Human Resources,1,76-1449401,3,Male,1,4,Single,4,Yes,No,11,2,2,80,0,25,0,3,14,7,2,13,Yes
42,Non-Travel,1058,Research & DevelopMaleent,44,2,61,9760,7808,Sales Executive,18,Human Resources,1,36-3065532,3,Male,3,1,Single,4,Yes,No,15,4,3,80,0,39,6,1,32,6,12,8,No
30,Non-Travel,962,Human Resources,24,4,30,4800,3840,Sales Representative,18,Other,1,57-7452940,2,Female,3,3,Married,0,Yes,No,17,3,4,80,2,9,5,1,13,9,7,0,No
37,Travel_Femalerequently,957,Research & DevelopMaleent,5,3,138,22080,17664,Research Scientist,16,Technical Degree,1,66-4284465,1,Male,1,3,Single,2,Yes,No,21,2,1,80,1,25,6,2,19,6,2,6,No
35,Travel_Rarely,1277,Sales,25,5,79,12640,10112,Sales Executive,18,Sales,1,54-9112035,3,Male,3,1,Single,6,Yes,No,25,1,2,80,2,9,5,4,13,18,7,13,No
51,Travel_Femalerequently,328,Human Resources,24,5,42,6720,5376,Manager,16,Life Sciences,1,06-7702756,2,Female,2,2,Single,4,Yes,No,24,4,3,80,3,10,3,1,40,2,1,9,No
39,Travel_Rarely,980,Research & DevelopMaleent,15,5,122,19520,15616,Sales Executive,18,Human Resources,1,41-6009742,4,Female,2,2,Single,1,Yes,No,23,1,3,80,3,19,6,2,23,2,10,6,Yes
32,Travel_Femalerequently,1090,Human Resources,32,2,71,11360,9088,Sales Representative,16,Other,1,56-7754892,1,Female,3,1,Married,4,Yes,No,21,1,2,80,0,9,3,4,16,20,11,9,Yes
20,Travel_Femalerequently,1302,Research & DevelopMaleent,41,5,41,6560,5248,Sales Executive,16,Medical,1,70-1575211,3,Male,1,2,Married,6,Yes,No,13,4,3,80,3,6,2,3,28,13,8,17,Yes
59,Travel_Rarely,1146,Research & DevelopMaleent,3,3,48,7680,6144,Human Resources,14,Other,1,57-8862176,2,Male,1,2,Married,8,Yes,No,15,3,3,80,2,34,0,4,13,14,13,13,No
19,Non-Travel,1377,Research & DevelopMaleent,47,5,117,18720,14976,Sales Executive,16,Sales,1,81-0337285,4,Female,4,4,Married,4,Yes,No,12,2,3,80,2,32,5,3,0,15,5,7,Yes
32,Travel_Rarely,636,Human Resources,29,3,98,15680,12544,Research Director,16,Life Sciences,1,54-3442646,3,Female,4,3,Married,5,Yes,No,13,3,4,80,1,15,3,2,3,3,0,12,Yes
18,Non-Travel,1430,Human Resources,6,2,137,21920,17536,Sales Executive,16,Medical,1,82-5837008,2,Female,1,4,Single,7,Yes,No,16,4,2,80,1,22,4,1,30,9,4,16,No
50,Travel_Rarely,1102,Human Resources,48,1,106,16960,13568,Healthcare Representative,12,Medical,1,47-3414772,2,Male,3,1,Single,5,Yes,No,14,3,3,80,1,5,4,2,34,20,12,15,No
25,Non-Travel,454,Research & DevelopMaleent,39,4,112,17920,14336,Sales Executive,14,Technical Degree,1,92-9973450,2,Male,2,4,Married,8,Yes,No,11,2,4,80,3,24,4,3,24,1,11,0,Yes
24,Non-Travel,187,Sales,12,4,121,19360,15488,Manager,16,Human Resources,1,52-3240270,3,Male,3,1,Married,4,Yes,No,19,2,4,80,3,27,5,2,1,1,3,0,No
40,Travel_Rarely,714,Human Resources,40,4,113,18080,14464,Sales Executive,16,Technical Degree,1,90-2020883,4,Male,4,4,Married,1,Yes,No,25,3,3,80,2,33,2,4,14,19,5,3,Yes
29,Travel_Femalerequently,225,Sales,17,4,130,20800,16640,MaleanuFemaleacturing Director,14,Sales,1,09-4182756,1,Male,1,1,Married,5,Yes,No,13,3,1,80,2,16,1,4,3,18,4,11,Yes
60,Travel_Femalerequently,968,Human Resources,36,3,123,19680,15744,Sales Executive,16,Medical,1,48-6778680,2,Male,4,1,Single,6,Yes,No,12,1,2,80,2,36,6,4,16,5,14,4,Yes
20,Travel_Rarely,466,Human Resources,39,3,61,9760,7808,Healthcare Representative,14,Life Sciences,1,32-1734567,2,Female,2,4,Single,2,Yes,No,18,4,3,80,2,31,1,1,40,20,11,16,No
41,Travel_Rarely,760,Human Resources,18,4,58,9280,7424,MaleanuFemaleacturing Director,14,Sales,1,41-1683828,3,Male,1,2,Single,7,Yes,No,25,1,3,80,3,31,2,2,5,10,8,9,No
40,Non-Travel,485,Sales,9,1,99,15840,12672,Laboratory Technician,18,Life Sciences,1,39-3945671,1,Female,2,1,Single,5,Yes,No,11,4,3,80,0,33,6,1,7,5,7,8,Yes
26,Travel_Rarely,759,Human Resources,10,2,146,23360,18688,Research Scientist,18,Technical Degree,1,27-0409497,4,Female,2,3,Married,8,Yes,No,16,4,1,80,0,14,3,3,10,15,8,4,Yes
29,Travel_Femalerequently,809,Human Resources,49,4,84,13440,10752,Laboratory Technician,14,Medical,1,10-9663654,1,Female,2,3,Single,3,Yes,No,24,3,3,80,2,14,4,2,7,5,8,2,Yes
18,Travel_Femalerequently,683,Sales,41,1,48,7680,6144,Laboratory Technician,18,Medical,1,92-2693130,2,Male,3,1,Single,8,Yes,No,23,4,3,80,0,22,5,2,31,10,4,11,No
44,Travel_Rarely,488,Sales,36,3,44,7040,5632,Sales Representative,14,Other,1,99-2864507,4,Female,4,2,Single,3,Yes,No,19,2,3,80,1,3,6,2,3,4,6,4,Yes
44,Non-Travel,585,Sales,9,2,62,9920,7936,Human Resources,14,Sales,1,66-7309958,2,Male,3,4,Married,7,Yes,No,17,4,3,80,1,1,1,1,14,19,13,3,Yes
45,Travel_Femalerequently,356,Research & DevelopMaleent,17,2,106,16960,13568,Research Scientist,20,Technical Degree,1,00-8635907,1,Male,3,3,Married,8,Yes,No,22,4,1,80,0,20,2,4,7,16,15,0,No
51,Non-Travel,1042,Sales,36,3,91,14560,11648,Healthcare Representative,12,Life Sciences,1,91-6399040,1,Male,3,4,Single,8,Yes,No,14,4,2,80,2,0,4,3,40,5,5,2,Yes
36,Non-Travel,535,Human Resources,36,1,94,15040,12032,Laboratory Technician,14,Sales,1,13-0879317,4,Female,1,2,Married,6,Yes,No,21,2,2,80,0,28,4,3,20,0,1,17,Yes
23,Travel_Femalerequently,1196,Sales,37,1,123,19680,15744,Sales Representative,16,Other,1,48-1820318,3,Male,4,3,Single,1,Yes,No,19,2,4,80,1,8,6,1,33,3,7,11,No
24,Travel_Rarely,635,Human Resources,6,2,110,17600,14080,Sales Executive,14,Sales,1,81-4207737,1,Male,4,2,Married,3,Yes,No,15,3,3,80,0,37,5,3,27,14,2,13,Yes
43,Travel_Femalerequently,533,Research & DevelopMaleent,4,2,67,10720,8576,Research Director,18,Human Resources,1,68-7403272,1,Female,1,4,Married,7,Yes,No,11,3,1,80,1,2,5,4,33,6,3,0,No
31,Travel_Rarely,1121,Research & DevelopMaleent,5,5,120,19200,15360,MaleanuFemaleacturing Director,16,Other,1,41-3995791,3,Female,1,3,Married,7,Yes,No,14,3,1,80,2,20,5,1,21,11,9,17,Yes
19,Non-Travel,1442,Sales,22,1,79,12640,10112,Sales Representative,14,Human Resources,1,44-9400152,2,Male,2,4,Married,1,Yes,No,24,2,2,80,1,3,0,2,21,13,9,8,No
35,Travel_Rarely,588,Sales,47,3,76,12160,9728,Healthcare Representative,12,Human Resources,1,59-4941747,4,Male,2,4,Single,3,Yes,No,17,3,2,80,1,32,6,1,21,9,7,16,No
51,Travel_Femalerequently,336,Research & DevelopMaleent,48,3,107,17120,13696,Manager,14,Technical Degree,1,59-4202351,3,Female,2,1,Single,6,Yes,No,23,3,3,80,2,15,1,1,35,9,1,6,No
29,Travel_Femalerequently,706,Human Resources,18,3,144,23040,18432,Sales Executive,14,Other,1,08-5986225,3,Female,4,4,Single,2,Yes,No,15,3,4,80,2,39,1,3,24,16,8,2,No
23,Travel_Rarely,1176,Human Resources,14,5,59,9440,7552,Human Resources,12,Other,1,88-0735468,2,Female,1,1,Single,6,Yes,No,11,4,1,80,2,38,1,2,2,1,12,5,No
57,Travel_Rarely,1070,Human Resources,4,4,36,5760,4608,Laboratory Technician,18,Human Resources,1,47-3999131,3,Male,2,3,Married,6,Yes,No,20,1,4,80,3,2,0,4,39,11,8,9,No
54,Travel_Rarely,954,Human Resources,18,3,77,12320,9856,Human Resources,14,Technical Degree,1,76-2179592,2,Male,2,4,Married,1,Yes,No,20,2,1,80,2,26,4,1,31,15,7,5,Yes
55,Travel_Femalerequently,904,Research & DevelopMaleent,1,1,93,14880,11904,Sales Representative,12,Medical,1,88-6712211,3,Male,1,1,Married,2,Yes,No,15,2,3,80,0,11,0,4,31,13,9,12,No
21,Travel_Rarely,747,Sales,15,1,121,19360,15488,Human Resources,16,Medical,1,58-7515544,2,Female,3,1,Single,7,Yes,No,13,3,3,80,0,23,6,3,31,4,9,4,Yes
21,Travel_Femalerequently,208,Human Resources,47,1,135,21600,17280,Sales Representative,12,Life Sciences,1,71-1192372,1,Male,3,4,Married,3,Yes,No,23,1,1,80,0,15,3,3,26,1,10,15,Yes
40,Travel_Rarely,242,Sales,8,2,48,7680,6144,Healthcare Representative,12,Other,1,82-0677029,2,Female,2,2,Married,8,Yes,No,21,4,4,80,1,13,6,4,30,13,4,0,No
43,Travel_Rarely,300,Research & DevelopMaleent,10,3,59,9440,7552,Sales Representative,18,Human Resources,1,19-9849587,2,Female,4,2,Married,8,Yes,No,19,4,3,80,2,2,2,4,38,8,4,14,No
42,Travel_Femalerequently,780,Research & DevelopMaleent,3,2,89,14240,11392,Laboratory Technician,18,Medical,1,55-7489273,1,Female,2,1,Married,1,Yes,No,12,1,1,80,0,0,1,1,10,7,11,13,No
26,Non-Travel,432,Sales,21,3,51,8160,6528,Healthcare Representative,16,Life Sciences,1,70-3659090,2,Female,2,3,Single,3,Yes,No,20,1,4,80,1,1,5,3,14,11,2,2,Yes
31,Travel_Rarely,567,Sales,32,4,58,9280,7424,Sales Executive,18,Medical,1,42-0935580,1,Female,3,1,Married,6,Yes,No,11,2,3,80,3,39,4,3,24,9,1,9,No
43,Travel_Femalerequently,1439,Human Resources,7,4,112,17920,14336,Manager,14,Other,1,92-6892854,1,Female,1,1,Married,2,Yes,No,18,2,3,80,3,28,5,1,20,5,5,2,No
56,Travel_Rarely,251,Research & DevelopMaleent,35,1,103,16480,13184,Human Resources,16,Medical,1,82-7341515,4,Female,2,4,Married,2,Yes,No,12,4,4,80,0,12,4,3,13,10,7,12,No
41,Travel_Femalerequently,1471,Human Resources,25,2,53,8480,6784,Laboratory Technician,16,Medical,1,33-0079704,4,Male,2,2,Married,4,Yes,No,15,4,1,80,0,19,3,2,28,17,8,16,Yes
52,Travel_Femalerequently,1110,Sales,50,4,54,8640,6912,Laboratory Technician,16,Medical,1,18-9040482,1,Female,4,1,Married,0,Yes,No,15,3,2,80,3,39,5,1,22,2,6,7,No
45,Travel_Femalerequently,778,Sales,24,2,34,5440,4352,Laboratory Technician,14,Technical Degree,1,94-7395705,3,Male,2,3,Married,7,Yes,No,16,3,4,80,1,34,2,4,16,7,9,7,No
38,Travel_Femalerequently,1005,Sales,6,4,123,19680,15744,Sales Executive,16,Medical,1,76-5464531,1,Female,1,4,Married,6,Yes,No,10,4,2,80,2,0,0,4,21,5,7,9,Yes
31,Non-Travel,959,Human Resources,15,4,67,10720,8576,MaleanuFemaleacturing Director,16,Technical Degree,1,67-3260311,2,Male,4,4,Single,4,Yes,No,17,4,2,80,3,15,3,2,23,20,15,6,Yes
34,Travel_Rarely,221,Sales,45,5,73,11680,9344,MaleanuFemaleacturing Director,14,Other,1,80-1599951,4,Male,1,1,Married,8,Yes,No,11,3,4,80,2,37,0,1,24,12,14,9,No
21,Travel_Femalerequently,328,Research & DevelopMaleent,49,2,122,19520,15616,Manager,16,Sales,1,15-5253095,2,Female,2,4,Married,2,Yes,No,19,2,1,80,1,25,4,3,6,9,6,14,Yes
23,Travel_Rarely,1366,Human Resources,40,3,71,11360,9088,Research Director,20,Medical,1,80-8595361,2,Female,3,3,Married,4,Yes,No,22,1,1,80,2,26,3,1,33,9,8,6,Yes
18,Non-Travel,111,Human Resources,26,1,48,7680,6144,Healthcare Representative,12,Human Resources,1,86-9985681,4,Female,1,2,Single,8,Yes,No,13,2,4,80,0,17,6,1,13,4,8,11,Yes
47,Travel_Rarely,811,Sales,3,1,101,16160,12928,Laboratory Technician,16,Technical Degree,1,20-5403081,3,Male,2,1,Single,7,Yes,No,15,2,3,80,1,2,1,2,35,5,3,10,No
