Age,BusinessTravel,DailyRate,Department,DistanceFemaleroMaleHoMalee,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolveMaleent,JobSatisfaction,MartialStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisFemaleaction,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
21,Travel_Femalerequently,1431,Human Resources,7,1,125,20000,16000,Laboratory Technician,14,Sales,1,25-7838901,2,Female,2,4,Married,5,Yes,No,25,2,2,80,1,18,1,1,4,10,2,0,Yes
55,Non-Travel,641,Research & DevelopMaleent,11,2,113,18080,14464,Manager,14,Sales,1,55-5099316,3,Male,2,4,Single,7,Yes,No,15,3,4,80,0,40,2,4,29,18,1,16,No
28,Travel_Femalerequently,1251,Human Resources,50,5,49,7840,6272,Sales Executive,16,Other,1,70-2634425,3,Female,4,1,Married,7,Yes,No,23,4,4,80,3,6,3,2,8,20,6,11,No
20,Non-Travel,1493,Research & DevelopMaleent,21,3,76,12160,9728,Research Scientist,18,Sales,1,42-6130264,4,Male,4,2,Married,7,Yes,No,21,1,3,80,2,23,1,4,22,7,10,5,Yes
26,Travel_Femalerequently,877,Research & DevelopMaleent,9,4,136,21760,17408,Manager,14,Technical Degree,1,39-5426255,1,Male,4,2,Married,6,Yes,No,24,2,3,80,3,34,5,4,19,7,7,17,No
23,Travel_Rarely,365,Sales,32,3,59,9440,7552,Manager,16,Life Sciences ,1,91-2626004,3,Female,1,3,Single,6,Yes,No,15,3,3,80,1,18,3,4,26,10,12,8,Yes
49,Travel_Femalerequently,234,Research & DevelopMaleent,35,4,70,11200,8960,Manufacturing Director,16,Other,1,61-2311231,2,Male,3,2,Single,8,Yes,No,12,3,4,80,3,33,5,3,12,0,6,16,No
26,Travel_Femalerequently,224,Research & DevelopMaleent,17,5,44,7040,5632,Human Resources,12,Other,1,82-0066615,4,Male,3,4,Married,3,Yes,No,11,2,1,80,2,10,2,1,33,3,10,14,No
19,Travel_Femalerequently,533,Research & DevelopMaleent,20,2,141,22560,18048,Sales Executive,16,Technical Degree,1,66-8975808,4,Female,3,2,Single,4,Yes,No,11,4,1,80,0,19,0,1,33,15,4,13,Yes
37,Non-Travel,363,Human Resources,12,1,41,6560,5248,Sales Representative,16,Human Resources,1,25-6413107,4,Male,2,2,Married,0,Yes,No,19,3,4,80,1,1,1,2,35,16,5,17,No
18,Non-Travel,618,Human Resources,16,1,125,20000,16000,Sales Representative,18,Life Sciences ,1,53-5258986,1,Male,2,3,Single,1,Yes,No,15,3,3,80,0,8,4,3,19,11,10,2,No
30,Travel_Rarely,1498,Sales,40,4,39,6240,4992,Laboratory Technician,18,Life Sciences ,1,05-2097043,1,Male,1,4,Single,1,Yes,No,11,3,4,80,3,6,1,4,34,16,1,6,No
27,Travel_Rarely,1447,Sales,6,4,58,9280,7424,Manager,16,Technical Degree,1,23-0294552,2,Female,3,2,Married,0,Yes,No,16,3,3,80,3,2,0,2,28,10,15,15,Yes
25,Travel_Rarely,159,Sales,34,3,76,12160,9728,Human Resources,12,Life Sciences ,1,35-3310935,3,Female,2,3,Married,8,Yes,No,24,1,1,80,2,26,3,4,32,20,10,2,Yes
26,Travel_Femalerequently,1029,Human Resources,11,2,69,11040,8832,Human Resources,12,Life Sciences ,1,19-7613788,1,Male,2,4,Married,4,Yes,No,24,4,4,80,0,17,1,3,28,4,13,1,No
31,Travel_Femalerequently,302,Research & DevelopMaleent,44,3,67,10720,8576,Healthcare Representative,12,Sales,1,99-1467036,4,Female,4,4,Married,2,Yes,No,15,3,1,80,2,30,2,3,32,4,3,9,No
18,Travel_Femalerequently,207,Research & DevelopMaleent,7,3,44,7040,5632,Sales Representative,12,Sales,1,58-5837945,1,Female,2,1,Single,8,Yes,No,16,1,3,80,2,14,6,4,25,5,1,0,No
22,Non-Travel,161,Human Resources,26,3,109,17440,13952,Sales Executive,18,Life Sciences ,1,88-5416449,3,Male,2,3,Married,3,Yes,No,15,3,4,80,1,39,2,4,38,4,1,10,No
21,Non-Travel,373,Sales,30,1,38,6080,4864,Laboratory Technician,14,Human Resources,1,39-2515012,3,Female,2,2,Married,7,Yes,No,23,2,1,80,1,40,1,1,4,19,5,11,Yes
31,Travel_Rarely,1315,Research & DevelopMaleent,44,2,128,20480,16384,Research Scientist,20,Life Sciences ,1,74-1167278,1,Male,3,2,Married,7,Yes,No,13,4,3,80,1,2,5,1,35,9,15,2,No
57,Travel_Rarely,346,Sales,9,2,80,12800,10240,Manufacturing Director,16,Other,1,74-9652386,4,Female,1,4,Single,6,Yes,No,12,4,2,80,1,24,5,1,11,19,0,0,Yes
24,Non-Travel,1321,Research & DevelopMaleent,50,2,132,21120,16896,Research Director,20,Sales,1,04-3637132,4,Male,4,4,Single,8,Yes,No,24,2,3,80,0,27,2,2,6,19,1,2,No
22,Travel_Femalerequently,832,Research & DevelopMaleent,3,2,108,17280,13824,Manager,16,Medical,1,48-0905005,3,Female,4,1,Single,1,Yes,No,18,2,3,80,1,12,6,1,31,3,10,16,No
50,Travel_Rarely,455,Research & DevelopMaleent,29,2,70,11200,8960,Healthcare Representative,14,Technical Degree,1,21-7426739,2,Male,4,2,Single,8,Yes,No,25,1,1,80,0,36,5,2,1,8,8,12,No
59,Non-Travel,1270,Sales,26,4,32,5120,4096,Human Resources,14,Human Resources,1,36-4547199,4,Female,1,2,Single,3,Yes,No,12,2,3,80,2,35,1,1,28,3,8,3,Yes
23,Non-Travel,711,Research & DevelopMaleent,29,1,72,11520,9216,Sales Representative,18,Other,1,56-8507304,3,Male,3,3,Married,8,Yes,No,24,3,4,80,1,6,6,2,18,12,12,11,No
50,Travel_Rarely,719,Human Resources,42,5,97,15520,12416,Research Director,20,Technical Degree,1,37-3577449,3,Male,2,4,Married,1,Yes,No,20,3,3,80,3,15,6,4,36,2,9,14,No
20,Travel_Femalerequently,1298,Research & DevelopMaleent,26,2,127,20320,16256,Research Scientist,16,Other,1,75-7438339,4,Female,2,3,Married,7,Yes,No,13,3,2,80,0,19,3,3,26,15,3,3,No
49,Travel_Femalerequently,722,Research & DevelopMaleent,14,3,77,12320,9856,Healthcare Representative,16,Life Sciences ,1,60-2775154,3,Male,2,1,Single,7,Yes,No,21,1,1,80,2,25,1,4,38,12,14,3,Yes
27,Travel_Femalerequently,507,Research & DevelopMaleent,5,5,149,23840,19072,Research Director,20,Sales,1,16-4566266,3,Female,4,3,Married,3,Yes,No,22,2,2,80,2,19,3,1,7,10,13,3,No
24,Travel_Rarely,1043,Sales,36,4,37,5920,4736,Sales Representative,16,Sales,1,72-3540962,3,Female,4,1,Single,7,Yes,No,24,2,3,80,3,32,2,4,32,6,14,16,No
46,Travel_Rarely,115,Human Resources,12,3,113,18080,14464,Manufacturing Director,16,Life Sciences ,1,96-3152269,1,Male,3,3,Single,7,Yes,No,17,2,1,80,2,12,2,1,29,14,11,9,Yes
39,Travel_Rarely,793,Sales,39,5,142,22720,18176,Sales Executive,18,Medical,1,27-4049777,1,Female,3,1,Married,3,Yes,No,23,3,3,80,3,5,3,1,33,6,7,11,No
38,Travel_Rarely,507,Research & DevelopMaleent,23,2,136,21760,17408,Research Scientist,16,Medical,1,79-2362678,1,Male,4,3,Single,1,Yes,No,16,1,4,80,1,39,4,2,37,3,12,3,No
29,Travel_Rarely,965,Human Resources,47,3,69,11040,8832,Healthcare Representative,14,Technical Degree,1,04-2537763,1,Male,2,2,Single,1,Yes,No,24,2,2,80,2,3,2,1,25,6,0,17,Yes
45,Travel_Rarely,1373,Sales,15,5,40,6400,5120,Manufacturing Director,14,Sales,1,36-0938293,1,Male,2,4,Married,4,Yes,No,24,2,1,80,2,16,2,4,22,18,3,15,Yes
49,Non-Travel,1386,Human Resources,43,2,35,5600,4480,Human Resources,14,Other,1,70-2115108,1,Female,3,2,Married,8,Yes,No,23,2,4,80,0,17,6,3,36,9,6,16,No
47,Non-Travel,1088,Sales,49,4,43,6880,5504,Sales Representative,16,Technical Degree,1,49-0261956,3,Female,4,3,Married,2,Yes,No,11,2,1,80,2,3,5,3,4,10,2,9,Yes
19,Travel_Femalerequently,1087,Human Resources,10,5,83,13280,10624,Sales Executive,16,Human Resources,1,15-9059469,2,Male,3,2,Single,1,Yes,No,25,1,1,80,2,3,3,2,30,1,2,16,Yes
43,Travel_Rarely,325,Research & DevelopMaleent,39,3,140,22400,17920,Sales Executive,14,Human Resources,1,57-1597296,4,Male,3,1,Single,1,Yes,No,17,4,3,80,2,8,2,2,21,12,3,7,Yes
31,Non-Travel,1219,Research & DevelopMaleent,48,2,107,17120,13696,Research Director,20,Life Sciences ,1,94-5924165,2,Female,2,3,Single,3,Yes,No,22,2,3,80,1,12,5,3,4,20,11,5,No
20,Travel_Rarely,1455,Sales,36,1,71,11360,9088,Healthcare Representative,14,Human Resources,1,23-9639012,4,Female,2,3,Married,0,Yes,No,19,4,3,80,0,6,0,2,33,3,4,16,Yes
38,Travel_Femalerequently,548,Research & DevelopMaleent,49,1,142,22720,18176,Sales Representative,12,Sales,1,93-7888646,2,Male,2,3,Single,8,Yes,No,17,4,4,80,0,27,1,3,17,3,10,8,No
56,Travel_Rarely,212,Research & DevelopMaleent,34,1,144,23040,18432,Laboratory Technician,16,Medical,1,34-6007375,1,Female,2,3,Married,3,Yes,No,25,4,4,80,1,28,2,4,19,8,4,4,No
38,Travel_Femalerequently,301,Human Resources,39,1,127,20320,16256,Laboratory Technician,16,Technical Degree,1,48-6912056,1,Female,2,4,Single,3,Yes,No,10,2,3,80,1,8,6,2,13,1,1,0,No
20,Travel_Femalerequently,859,Human Resources,34,5,73,11680,9344,Research Scientist,18,Technical Degree,1,72-5309784,3,Female,4,2,Single,0,Yes,No,15,2,1,80,2,38,6,3,1,12,13,10,Yes
48,Travel_Femalerequently,201,Research & DevelopMaleent,30,1,38,6080,4864,Human Resources,14,Medical,1,10-9632964,4,Male,2,3,Single,8,Yes,No,22,1,2,80,1,3,4,1,28,9,9,15,Yes
56,Non-Travel,343,Human Resources,1,3,138,22080,17664,Research Scientist,18,Technical Degree,1,31-3438865,2,Female,1,2,Single,4,Yes,No,22,1,2,80,1,11,4,3,17,11,3,8,Yes
26,Non-Travel,871,Sales,12,1,112,17920,14336,Laboratory Technician,16,Human Resources,1,00-6340071,1,Male,4,2,Married,2,Yes,No,19,4,1,80,1,24,2,4,4,6,3,6,No
42,Travel_Rarely,1456,Sales,34,5,99,15840,12672,Manufacturing Director,16,Life Sciences ,1,32-9392985,4,Female,1,3,Married,6,Yes,No,17,3,1,80,2,2,2,2,8,19,8,2,Yes
34,Non-Travel,361,Human Resources,48,4,101,16160,12928,Research Scientist,16,Sales,1,16-3109692,1,Male,3,4,Single,0,Yes,No,11,3,1,80,3,17,2,1,8,9,15,12,No
45,Travel_Rarely,1116,Sales,44,4,115,18400,14720,Research Director,16,Technical Degree,1,58-5339934,2,Male,3,2,Married,7,Yes,No,12,3,3,80,2,33,6,3,37,8,2,0,Yes
49,Travel_Femalerequently,773,Sales,42,4,94,15040,12032,Laboratory Technician,16,Medical,1,05-1739210,4,Female,4,3,Married,6,Yes,No,19,2,3,80,3,20,2,4,24,8,13,15,No
26,Non-Travel,572,Research & DevelopMaleent,23,2,37,5920,4736,Healthcare Representative,16,Life Sciences ,1,48-3185293,4,Male,2,3,Married,7,Yes,No,13,3,3,80,1,6,0,1,19,18,0,8,No
19,Travel_Femalerequently,549,Sales,14,4,46,7360,5888,Sales Representative,18,Technical Degree,1,98-0285592,3,Female,1,4,Single,2,Yes,No,14,4,2,80,2,17,2,3,13,19,15,3,Yes
39,Travel_Femalerequently,1356,Sales,1,2,95,15200,12160,Human Resources,12,Life Sciences ,1,67-7274193,4,Male,2,3,Single,2,Yes,No,24,3,3,80,0,11,2,4,23,2,3,13,No
58,Travel_Femalerequently,308,Sales,5,5,46,7360,5888,Manufacturing Director,16,Other,1,38-4849670,3,Female,1,3,Married,6,Yes,No,10,2,3,80,3,22,3,2,9,14,14,12,No
55,Non-Travel,646,Research & DevelopMaleent,12,5,87,13920,11136,Sales Executive,16,Sales,1,98-1099211,2,Female,4,3,Single,0,Yes,No,19,3,3,80,3,27,1,1,25,8,9,3,Yes
44,Travel_Femalerequently,134,Human Resources,9,1,107,17120,13696,Sales Representative,16,Life Sciences ,1,45-9244670,1,Female,1,2,Single,7,Yes,No,17,3,3,80,0,38,0,3,20,13,15,4,Yes
60,Travel_Rarely,1059,Human Resources,25,1,103,16480,13184,Sales Representative,12,Technical Degree,1,35-2379250,4,Male,3,1,Single,8,Yes,No,15,1,3,80,1,26,3,3,2,6,13,1,No
47,Travel_Rarely,891,Sales,46,1,116,18560,14848,Sales Representative,12,Other,1,54-9958669,4,Male,3,2,Single,8,Yes,No,23,3,4,80,0,20,6,4,8,8,11,3,No
49,Non-Travel,462,Human Resources,37,4,79,12640,10112,Sales Representative,16,Life Sciences ,1,29-9540374,4,Female,3,1,Married,1,Yes,No,14,2,3,80,2,10,3,4,31,6,14,5,Yes
34,Non-Travel,1196,Research & DevelopMaleent,40,5,49,7840,6272,Manager,14,Technical Degree,1,74-8635957,4,Female,4,1,Married,6,Yes,No,14,2,3,80,2,22,6,1,35,14,4,10,Yes
31,Travel_Femalerequently,714,Human Resources,46,4,102,16320,13056,Sales Executive,16,Technical Degree,1,44-6506384,2,Male,2,4,Single,3,Yes,No,21,3,3,80,3,40,4,2,29,6,2,10,No
27,Travel_Femalerequently,283,Human Resources,14,1,140,22400,17920,Laboratory Technician,14,Technical Degree,1,59-2709287,4,Male,3,3,Married,7,Yes,No,10,3,1,80,0,19,2,3,40,19,13,10,No
36,Travel_Rarely,212,Sales,39,3,58,9280,7424,Sales Representative,14,Other,1,73-1112228,1,Male,4,1,Single,0,Yes,No,12,2,2,80,1,36,4,2,30,7,4,16,Yes
26,Travel_Femalerequently,1102,Human Resources,41,3,138,22080,17664,Manufacturing Director,16,Life Sciences ,1,19-8484822,3,Male,4,1,Single,3,Yes,No,21,3,3,80,1,40,0,1,27,11,3,12,Yes
20,Travel_Femalerequently,1035,Research & DevelopMaleent,38,2,79,12640,10112,Healthcare Representative,14,Medical,1,83-5268940,4,Male,3,4,Married,7,Yes,No,19,4,4,80,0,39,0,4,23,16,13,10,No
28,Non-Travel,1035,Sales,12,2,53,8480,6784,Laboratory Technician,16,Technical Degree,1,52-3025412,2,Male,4,1,Married,0,Yes,No,16,4,3,80,0,15,0,1,18,15,13,6,Yes
56,Non-Travel,899,Sales,36,1,59,9440,7552,Sales Representative,18,Technical Degree,1,27-0611720,2,Male,3,4,Single,2,Yes,No,13,2,2,80,0,25,3,2,21,19,15,0,No
31,Travel_Rarely,1071,Human Resources,43,5,87,13920,11136,Human Resources,14,Sales,1,77-8167713,1,Female,1,1,Single,0,Yes,No,14,4,3,80,3,32,6,3,9,13,2,3,No
56,Non-Travel,372,Sales,32,4,68,10880,8704,Laboratory Technician,14,Technical Degree,1,03-4050842,4,Male,2,3,Married,4,Yes,No,11,1,2,80,3,3,3,4,36,10,4,8,Yes
23,Non-Travel,147,Human Resources,32,1,67,10720,8576,Sales Representative,16,Human Resources,1,50-1232794,4,Female,1,2,Married,5,Yes,No,14,4,4,80,1,29,3,3,26,5,2,13,No
49,Travel_Rarely,1443,Human Resources,45,4,91,14560,11648,Research Scientist,18,Sales,1,53-0103293,2,Female,1,1,Married,7,Yes,No,19,4,2,80,3,9,5,4,22,20,10,12,Yes
33,Travel_Femalerequently,721,Research & DevelopMaleent,25,1,66,10560,8448,Human Resources,12,Human Resources,1,83-1665760,2,Female,4,2,Married,8,Yes,No,17,2,2,80,0,33,6,3,5,12,5,12,No
20,Travel_Femalerequently,424,Research & DevelopMaleent,45,5,81,12960,10368,Manager,16,Human Resources,1,00-2369857,1,Male,2,3,Married,6,Yes,No,13,4,4,80,3,11,0,1,13,14,9,4,No
27,Travel_Rarely,651,Research & DevelopMaleent,7,1,38,6080,4864,Laboratory Technician,14,Life Sciences ,1,92-7763844,3,Female,4,1,Married,8,Yes,No,20,3,4,80,0,2,5,2,37,1,12,12,No
49,Travel_Rarely,160,Sales,42,5,118,18880,15104,Research Director,16,Medical,1,47-1729926,2,Male,3,1,Married,6,Yes,No,22,1,1,80,2,6,5,1,12,6,6,2,Yes
27,Travel_Femalerequently,990,Research & DevelopMaleent,18,5,131,20960,16768,Manufacturing Director,16,Medical,1,03-3261122,4,Female,2,2,Married,6,Yes,No,12,2,2,80,3,25,5,3,21,2,10,10,No
41,Travel_Rarely,128,Human Resources,50,5,46,7360,5888,Manufacturing Director,16,Medical,1,77-8707501,3,Female,4,1,Married,2,Yes,No,13,3,4,80,3,20,3,1,39,13,1,0,No
52,Travel_Femalerequently,580,Research & DevelopMaleent,23,4,143,22880,18304,Manufacturing Director,14,Technical Degree,1,91-7137970,3,Male,4,3,Single,7,Yes,No,14,2,3,80,3,32,1,4,12,11,9,9,Yes
44,Travel_Rarely,895,Research & DevelopMaleent,43,3,51,8160,6528,Manager,14,Technical Degree,1,76-9876167,4,Female,2,1,Single,1,Yes,No,10,3,2,80,2,4,5,2,34,16,12,16,No
30,Non-Travel,628,Research & DevelopMaleent,31,5,82,13120,10496,Research Director,20,Medical,1,68-4567264,1,Male,2,4,Single,6,Yes,No,14,3,4,80,2,16,2,2,25,0,8,12,No
58,Travel_Rarely,229,Sales,7,2,51,8160,6528,Sales Representative,16,Medical,1,10-9196835,1,Male,2,2,Married,5,Yes,No,13,1,2,80,0,4,5,3,9,15,5,12,Yes
23,Non-Travel,650,Human Resources,39,5,121,19360,15488,Manufacturing Director,16,Life Sciences ,1,22-5432864,4,Female,2,3,Married,7,Yes,No,15,3,4,80,2,14,4,3,22,10,1,0,No
54,Non-Travel,276,Human Resources,23,2,115,18400,14720,Research Director,20,Life Sciences ,1,78-0107016,2,Male,4,1,Married,4,Yes,No,13,2,2,80,0,3,6,1,14,20,3,3,Yes
31,Travel_Rarely,1124,Sales,27,3,126,20160,16128,Manufacturing Director,14,Sales,1,19-7029031,4,Female,2,3,Married,0,Yes,No,19,1,1,80,1,29,4,4,22,3,12,10,Yes
49,Travel_Femalerequently,443,Research & DevelopMaleent,33,2,52,8320,6656,Sales Executive,16,Technical Degree,1,02-4293445,2,Male,4,2,Single,7,Yes,No,15,1,3,80,0,4,5,4,16,5,8,17,Yes
30,Travel_Rarely,757,Research & DevelopMaleent,5,1,111,17760,14208,Laboratory Technician,18,Other,1,80-0351646,1,Female,1,3,Married,3,Yes,No,24,4,3,80,0,2,0,3,6,10,14,0,Yes
37,Travel_Femalerequently,511,Sales,1,2,55,8800,7040,Sales Representative,16,Medical,1,32-7227805,4,Female,1,3,Single,5,Yes,No,25,4,4,80,0,15,1,4,15,20,5,8,No
22,Non-Travel,365,Sales,25,3,65,10400,8320,Healthcare Representative,12,Technical Degree,1,25-7640404,4,Male,4,2,Single,6,Yes,No,17,3,1,80,2,7,4,1,14,12,15,10,Yes
24,Travel_Femalerequently,562,Research & DevelopMaleent,1,2,32,5120,4096,Healthcare Representative,12,Life Sciences ,1,02-0498393,2,Male,1,2,Single,1,Yes,No,25,1,3,80,0,4,6,3,9,17,14,3,Yes
24,Non-Travel,841,Research & DevelopMaleent,12,5,141,22560,18048,Manager,16,Medical,1,38-3860868,4,Female,2,3,Married,4,Yes,No,18,4,1,80,2,19,2,3,8,4,13,16,Yes
60,Non-Travel,1456,Sales,35,3,101,16160,12928,Sales Executive,14,Other,1,31-2213906,1,Male,3,1,Single,2,Yes,No,13,4,1,80,2,33,3,4,21,17,8,17,No
34,Travel_Femalerequently,343,Research & DevelopMaleent,40,4,80,12800,10240,Manager,14,Life Sciences ,1,23-4090785,3,Male,2,2,Married,2,Yes,No,12,3,4,80,2,12,2,1,25,11,5,15,No
20,Travel_Rarely,786,Sales,31,1,46,7360,5888,Healthcare Representative,12,Technical Degree,1,34-7871439,1,Female,3,1,Married,0,Yes,No,25,4,3,80,1,35,1,2,10,9,9,15,Yes
52,Non-Travel,146,Research & DevelopMaleent,27,2,102,16320,13056,Manager,14,Human Resources,1,53-2881362,2,Male,3,2,Single,3,Yes,No,10,2,4,80,1,23,4,2,9,2,13,16,No
34,Travel_Rarely,1140,Sales,44,1,48,7680,6144,Laboratory Technician,14,Other,1,99-9666745,3,Female,3,1,Single,3,Yes,No,25,3,1,80,0,39,2,2,19,16,7,17,Yes
21,Travel_Rarely,770,Sales,9,1,57,9120,7296,Laboratory Technician,18,Other,1,81-1533960,3,Female,1,4,Single,2,Yes,No,23,2,2,80,1,6,1,1,36,3,15,14,Yes
54,Travel_Rarely,1340,Research & DevelopMaleent,49,1,57,9120,7296,Sales Representative,16,Technical Degree,1,16-8290781,3,Male,1,4,Married,0,Yes,No,24,3,3,80,0,36,4,1,40,5,12,8,Yes
52,Travel_Rarely,231,Research & DevelopMaleent,10,4,68,10880,8704,Manager,14,Sales,1,46-8437332,2,Male,4,1,Married,6,Yes,No,20,2,4,80,3,30,1,4,3,0,0,3,No
27,Travel_Femalerequently,1436,Human Resources,29,5,73,11680,9344,Research Director,16,Other,1,38-7110712,2,Female,1,2,Single,7,Yes,No,16,4,2,80,3,0,1,3,29,16,2,3,Yes
40,Travel_Femalerequently,649,Research & DevelopMaleent,13,2,74,11840,9472,Sales Representative,18,Human Resources,1,07-5851177,3,Male,2,4,Single,2,Yes,No,24,2,2,80,1,40,3,2,8,5,10,3,Yes
44,Travel_Femalerequently,545,Sales,35,1,33,5280,4224,Human Resources,12,Sales,1,40-2633826,2,Male,2,2,Married,0,Yes,No,18,1,1,80,1,23,4,2,16,11,3,15,Yes
25,Travel_Rarely,1387,Sales,13,3,33,5280,4224,Sales Representative,18,Human Resources,1,74-7372274,1,Male,1,2,Married,3,Yes,No,23,2,3,80,2,32,3,2,19,16,8,10,No
56,Travel_Rarely,1259,Research & DevelopMaleent,31,2,67,10720,8576,Healthcare Representative,16,Life Sciences ,1,75-6286621,2,Male,2,1,Single,2,Yes,No,20,2,2,80,1,13,5,2,22,8,7,5,Yes
42,Travel_Rarely,645,Research & DevelopMaleent,35,1,91,14560,11648,Sales Representative,18,Other,1,22-9179700,4,Female,1,4,Married,0,Yes,No,16,4,1,80,1,39,6,4,36,13,3,14,Yes
22,Non-Travel,706,Sales,22,2,148,23680,18944,Research Scientist,18,Other,1,20-9620156,2,Male,1,4,Single,7,Yes,No,11,4,3,80,0,38,5,3,25,9,15,9,No
18,Travel_Rarely,546,Human Resources,24,5,86,13760,11008,Research Director,20,Technical Degree,1,33-1902145,3,Female,4,3,Married,1,Yes,No,21,2,2,80,2,0,3,2,1,12,1,8,No
49,Travel_Femalerequently,608,Human Resources,35,1,68,10880,8704,Laboratory Technician,16,Human Resources,1,19-3315991,2,Female,2,1,Single,7,Yes,No,14,3,4,80,0,39,2,2,16,0,2,14,No
24,Travel_Femalerequently,591,Human Resources,1,5,89,14240,11392,Research Director,16,Technical Degree,1,58-7062964,1,Male,4,2,Married,7,Yes,No,13,1,4,80,2,33,1,1,6,9,9,11,No
44,Travel_Femalerequently,828,Human Resources,42,5,126,20160,16128,Manager,18,Medical,1,48-3647483,3,Male,3,1,Married,5,Yes,No,12,2,3,80,2,5,4,4,19,16,3,17,No
31,Travel_Femalerequently,1371,Sales,24,3,86,13760,11008,Manufacturing Director,14,Human Resources,1,82-9372536,1,Male,2,3,Single,5,Yes,No,23,4,3,80,1,1,2,1,6,1,5,15,No
51,Non-Travel,201,Research & DevelopMaleent,3,3,36,5760,4608,Sales Representative,18,Life Sciences ,1,23-8920680,4,Female,3,3,Single,3,Yes,No,25,2,2,80,1,2,6,2,38,8,2,16,Yes
48,Travel_Rarely,805,Human Resources,43,4,33,5280,4224,Laboratory Technician,16,Other,1,98-3496123,3,Female,1,2,Married,1,Yes,No,15,3,2,80,2,5,2,2,30,3,4,3,Yes
38,Travel_Femalerequently,734,Research & DevelopMaleent,47,2,108,17280,13824,Sales Executive,16,Other,1,02-6335327,3,Male,1,2,Married,5,Yes,No,19,4,2,80,1,27,0,3,12,6,3,2,Yes
46,Travel_Femalerequently,141,Sales,22,2,30,4800,3840,Laboratory Technician,16,Technical Degree,1,80-1321298,2,Female,2,1,Single,3,Yes,No,20,3,4,80,1,18,5,2,15,14,8,0,No
39,Non-Travel,340,Sales,42,5,149,23840,19072,Human Resources,14,Other,1,30-7016671,2,Male,4,3,Married,4,Yes,No,13,2,3,80,3,5,2,3,30,19,3,10,No
43,Non-Travel,975,Human Resources,19,1,82,13120,10496,Laboratory Technician,16,Sales,1,52-4121021,2,Male,1,2,Married,8,Yes,No,11,3,2,80,0,15,5,4,20,16,2,4,Yes
27,Non-Travel,861,Sales,7,4,83,13280,10624,Research Director,18,Technical Degree,1,52-4636081,4,Male,1,2,Single,2,Yes,No,11,4,4,80,2,11,6,4,8,10,4,10,No
52,Non-Travel,886,Research & DevelopMaleent,36,2,101,16160,12928,Research Scientist,18,Human Resources,1,47-8468182,3,Female,1,1,Single,8,Yes,No,22,4,4,80,1,12,2,3,5,5,0,5,No
29,Non-Travel,378,Sales,46,1,48,7680,6144,Laboratory Technician,18,Life Sciences ,1,14-7213979,2,Female,4,4,Single,8,Yes,No,19,4,3,80,1,0,5,2,23,11,4,9,No
52,Non-Travel,158,Human Resources,14,1,133,21280,17024,Healthcare Representative,12,Medical,1,34-2370336,2,Male,1,1,Married,2,Yes,No,22,1,2,80,0,30,3,2,37,12,1,5,No
38,Travel_Femalerequently,244,Research & DevelopMaleent,38,2,109,17440,13952,Manager,16,Other,1,33-3289385,3,Male,1,3,Married,5,Yes,No,14,2,2,80,0,21,0,4,28,8,9,11,Yes
29,Travel_Femalerequently,1439,Sales,26,3,89,14240,11392,Manager,16,Life Sciences ,1,35-3174342,3,Female,2,2,Single,0,Yes,No,24,3,1,80,1,14,1,3,26,6,7,4,No
35,Travel_Rarely,1100,Research & DevelopMaleent,20,1,140,22400,17920,Laboratory Technician,16,Technical Degree,1,39-4678663,4,Female,1,3,Single,4,Yes,No,12,3,3,80,0,31,5,1,7,14,8,7,Yes
44,Non-Travel,193,Human Resources,36,4,47,7520,6016,Healthcare Representative,14,Human Resources,1,60-6879599,2,Male,3,4,Single,1,Yes,No,13,2,3,80,2,14,6,3,4,15,8,17,No
25,Travel_Femalerequently,881,Human Resources,9,2,96,15360,12288,Human Resources,14,Sales,1,05-2257645,1,Female,4,3,Single,2,Yes,No,15,2,3,80,0,18,2,2,18,1,4,12,Yes
19,Travel_Rarely,1298,Research & DevelopMaleent,8,2,145,23200,18560,Research Scientist,18,Other,1,82-5735766,2,Male,4,3,Married,4,Yes,No,15,4,2,80,0,17,5,4,28,7,6,7,No
49,Travel_Rarely,1351,Research & DevelopMaleent,27,4,112,17920,14336,Sales Executive,16,Life Sciences ,1,07-4767463,2,Male,2,1,Single,1,Yes,No,10,3,4,80,3,22,6,2,26,2,10,5,No
19,Travel_Femalerequently,684,Sales,36,1,46,7360,5888,Healthcare Representative,12,Medical,1,80-6174058,4,Female,3,3,Single,1,Yes,No,14,2,3,80,0,7,4,4,2,1,15,5,No
21,Travel_Femalerequently,174,Research & DevelopMaleent,29,5,86,13760,11008,Research Scientist,16,Technical Degree,1,80-8524241,1,Female,4,3,Single,8,Yes,No,16,3,3,80,3,10,0,4,23,11,4,5,No
34,Non-Travel,129,Human Resources,7,2,135,21600,17280,Sales Executive,14,Life Sciences ,1,50-0217423,1,Male,3,3,Single,4,Yes,No,19,3,2,80,1,14,5,1,17,20,6,17,No
