Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
38,Travel_Frequently,216,Research & Development,23,3,44,8787,9526,Manufacturing Director,3,Life Sciences,1,12,4,Maleale,2,3,Single,0,Y,No,21,2,4,80,0,10,2,3,9,7,1,8,No
36,Travel_Rarely,1299,Research & Development,27,2,94,16577,5237,Healthcare Representative,3,Medical,1,13,3,Maleale,3,3,Married,6,Y,No,13,2,3,80,2,17,3,2,7,7,7,7,No
35,Travel_Rarely,809,Research & Development,16,1,84,16479,2426,Laboratory Technician,3,Medical,1,14,1,Maleale,4,2,Married,0,Y,No,13,3,3,80,1,6,5,3,5,4,0,3,No
29,Travel_Rarely,153,Research & Development,15,2,49,12682,4193,Laboratory Technician,2,Life Sciences,1,15,4,Femaleemale,2,3,Single,0,Y,Yes,12,4,3,80,0,10,3,3,9,5,0,8,No
31,Travel_Rarely,670,Research & Development,26,1,31,15170,2911,Research Scientist,1,Life Sciences,1,16,1,Maleale,3,3,Divorced,1,Y,No,17,4,3,80,1,5,1,2,5,2,4,3,No
34,Travel_Rarely,1346,Research & Development,19,1,93,8758,2661,Laboratory Technician,2,Medical,1,18,2,Maleale,3,4,Divorced,0,Y,No,11,3,3,80,1,3,2,3,2,2,1,2,No
28,Travel_Rarely,103,Research & Development,24,1,50,12947,2028,Laboratory Technician,3,Life Sciences,1,19,3,Maleale,2,3,Single,5,Y,Yes,14,2,3,80,0,6,4,3,4,2,0,3,Yes
29,Travel_Rarely,1389,Research & Development,21,3,51,10195,9980,Manufacturing Director,4,Life Sciences,1,20,2,Femaleemale,4,1,Divorced,1,Y,No,11,3,3,80,1,10,1,3,10,9,8,8,No
32,Travel_Rarely,334,Research & Development,5,1,80,15053,3298,Research Scientist,2,Life Sciences,1,21,1,Maleale,4,2,Divorced,0,Y,Yes,12,4,3,80,2,7,5,2,6,2,0,5,No
22,Non-Travel,1123,Research & Development,16,1,96,7324,2935,Laboratory Technician,2,Medical,1,22,4,Maleale,4,4,Divorced,1,Y,Yes,13,2,3,80,2,1,2,2,1,0,0,0,No
53,Travel_Rarely,1219,Sales,2,4,78,22021,15427,Manager,4,Life Sciences,1,23,1,Femaleemale,2,4,Married,2,Y,No,16,3,3,80,0,31,3,3,25,8,3,7,No
38,Travel_Rarely,371,Research & Development,2,1,45,4306,3944,Research Scientist,3,Life Sciences,1,24,4,Maleale,3,4,Single,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2,No
24,Non-Travel,673,Research & Development,11,2,96,8232,4011,Manufacturing Director,2,Other,1,26,1,Femaleemale,4,3,Divorced,0,Y,No,18,4,3,80,1,5,5,2,4,2,1,3,No
36,Travel_Rarely,1218,Sales,9,1,82,6986,3407,Sales Representative,4,Life Sciences,1,27,3,Maleale,2,1,Single,7,Y,No,23,2,4,80,0,10,4,3,5,3,0,3,Yes
34,Travel_Rarely,419,Research & Development,7,3,53,21293,11994,Research Director,4,Life Sciences,1,28,1,Femaleemale,3,2,Single,0,Y,No,11,3,3,80,0,13,4,3,12,6,2,11,No
21,Travel_Rarely,391,Research & Development,15,1,96,19281,1232,Research Scientist,2,Life Sciences,1,30,3,Maleale,3,4,Single,1,Y,No,14,4,3,80,0,0,6,3,0,0,0,0,No
34,Travel_Rarely,699,Research & Development,6,1,83,17102,2960,Research Scientist,1,Medical,1,31,2,Maleale,3,1,Single,2,Y,No,11,3,3,80,0,8,2,3,4,2,1,3,Yes
53,Travel_Rarely,1282,Research & Development,5,5,58,10735,19094,Manager,3,Other,1,32,3,Femaleemale,3,3,Divorced,4,Y,No,11,4,3,80,1,26,3,2,14,13,4,8,No
32,Travel_Frequently,1125,Research & Development,16,1,72,4681,3919,Research Scientist,1,Life Sciences,1,33,2,Femaleemale,1,1,Single,1,Y,Yes,22,2,4,80,0,10,5,3,10,2,6,7,Yes
42,Travel_Rarely,691,Sales,8,2,48,21173,6825,Sales Executive,4,Marketing,1,35,3,Maleale,3,2,Married,0,Y,No,11,4,3,80,1,10,2,3,9,7,4,2,No
44,Travel_Rarely,477,Research & Development,7,3,42,2094,10248,Healthcare Representative,4,Medical,1,36,1,Femaleemale,2,4,Married,3,Y,No,14,4,3,80,1,24,4,3,22,6,5,17,No
46,Travel_Rarely,705,Sales,2,5,83,22822,18947,Manager,4,Marketing,1,38,2,Femaleemale,3,1,Single,3,Y,No,12,4,3,80,0,22,2,2,2,2,2,1,No
33,Travel_Rarely,924,Research & Development,2,1,78,6670,2496,Laboratory Technician,3,Medical,1,39,3,Maleale,3,4,Single,4,Y,No,11,4,3,80,0,7,3,3,1,1,0,0,No
44,Travel_Rarely,1459,Research & Development,10,2,41,19121,6465,Healthcare Representative,4,Other,1,40,4,Maleale,3,4,Married,2,Y,Yes,13,4,3,80,0,9,5,4,4,2,1,3,No
30,Travel_Rarely,125,Research & Development,9,1,83,16117,2206,Laboratory Technician,2,Medical,1,41,4,Maleale,2,3,Single,1,Y,No,13,1,3,80,0,10,5,3,10,0,1,8,No
39,Travel_Rarely,895,Sales,5,2,56,3335,2086,Sales Representative,3,Technical Degree,1,42,4,Maleale,3,4,Married,3,Y,No,14,3,3,80,1,19,6,4,1,0,0,0,Yes
24,Travel_Rarely,813,Research & Development,1,1,61,3020,2293,Research Scientist,3,Medical,1,45,2,Maleale,3,4,Married,2,Y,Yes,16,1,3,80,1,6,2,2,2,0,2,0,Yes
43,Travel_Rarely,1273,Research & Development,2,1,72,21923,2645,Research Scientist,2,Medical,1,46,4,Femaleemale,4,3,Divorced,1,Y,No,12,4,3,80,2,6,3,2,5,3,1,4,No
50,Travel_Rarely,869,Sales,3,1,86,3810,2683,Sales Representative,2,Marketing,1,47,1,Maleale,2,3,Married,1,Y,Yes,14,3,3,80,0,3,2,3,3,2,0,2,Yes
35,Travel_Rarely,890,Sales,2,1,97,9687,2014,Sales Representative,3,Marketing,1,49,4,Femaleemale,3,4,Married,1,Y,No,13,1,3,80,0,2,3,3,2,2,2,2,No
36,Travel_Rarely,852,Research & Development,5,1,82,13072,3419,Research Scientist,4,Life Sciences,1,51,2,Femaleemale,2,1,Married,9,Y,Yes,14,4,3,80,1,6,3,4,1,1,0,0,No
33,Travel_Frequently,1141,Sales,1,2,42,3193,5376,Sales Executive,3,Life Sciences,1,52,3,Femaleemale,4,1,Married,2,Y,No,19,1,3,80,2,10,3,3,5,3,1,3,No
35,Travel_Rarely,464,Research & Development,4,1,75,10910,1951,Laboratory Technician,2,Other,1,53,3,Maleale,3,4,Divorced,1,Y,No,12,3,3,80,1,1,3,3,1,0,0,0,No
27,Travel_Rarely,1240,Research & Development,2,1,33,19715,2341,Laboratory Technician,4,Life Sciences,1,54,4,Femaleemale,3,1,Divorced,1,Y,No,13,4,3,80,1,1,6,3,1,0,0,0,No
26,Travel_Rarely,1357,Research & Development,25,1,48,10558,2293,Laboratory Technician,3,Life Sciences,1,55,1,Maleale,1,3,Single,1,Y,No,12,3,3,80,0,1,2,2,1,0,0,1,Yes
27,Travel_Frequently,994,Sales,8,3,37,2975,8726,Sales Executive,3,Life Sciences,1,56,4,Maleale,3,3,Single,1,Y,No,15,4,3,80,0,9,0,3,9,8,1,7,No
30,Travel_Frequently,721,Research & Development,1,2,58,10781,4011,Laboratory Technician,2,Medical,1,57,3,Femaleemale,3,4,Single,1,Y,No,23,4,4,80,0,12,2,3,12,8,3,7,No
41,Travel_Rarely,1360,Research & Development,12,5,49,16280,19545,Research Director,3,Technical Degree,1,58,2,Femaleemale,3,3,Married,1,Y,No,12,4,3,80,0,23,0,3,22,15,15,8,Yes
34,Non-Travel,1065,Sales,23,2,72,10034,4568,Sales Executive,4,Marketing,1,60,2,Maleale,3,3,Single,0,Y,No,20,3,4,80,0,10,2,3,9,5,8,7,No
37,Travel_Rarely,408,Research & Development,19,1,73,10227,3022,Research Scientist,2,Life Sciences,1,61,2,Maleale,3,2,Married,4,Y,No,21,1,4,80,0,8,1,3,1,0,0,0,No
46,Travel_Frequently,1211,Sales,5,2,98,20445,5772,Sales Executive,4,Marketing,1,62,1,Maleale,3,4,Single,4,Y,Yes,21,3,4,80,0,14,4,3,9,6,0,8,No
35,Travel_Rarely,1229,Research & Development,8,1,36,4892,2269,Laboratory Technician,1,Life Sciences,1,63,4,Maleale,4,4,Married,1,Y,No,19,4,3,80,0,1,2,3,1,0,0,1,No
48,Travel_Rarely,626,Research & Development,1,3,98,19294,5381,Laboratory Technician,2,Life Sciences,1,64,1,Maleale,2,3,Single,9,Y,Yes,13,4,3,80,0,23,2,3,1,0,0,0,Yes
28,Travel_Rarely,1434,Research & Development,5,1,50,11179,3441,Laboratory Technician,4,Technical Degree,1,65,3,Maleale,3,3,Single,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2,Yes
44,Travel_Rarely,1488,Sales,1,2,75,4009,5454,Sales Executive,5,Marketing,1,68,2,Femaleemale,3,1,Divorced,5,Y,Yes,21,3,4,80,1,9,2,2,4,3,1,3,No
35,Non-Travel,1097,Research & Development,11,3,79,8302,9884,Healthcare Representative,2,Medical,1,70,3,Maleale,2,1,Married,2,Y,Yes,13,3,3,80,1,10,3,3,4,0,2,3,No
26,Travel_Rarely,1443,Sales,23,2,47,21436,4157,Sales Executive,3,Marketing,1,72,3,Femaleemale,2,4,Married,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0,No
33,Travel_Frequently,515,Research & Development,1,3,98,15146,13458,Research Director,2,Life Sciences,1,73,1,Femaleemale,3,4,Single,1,Y,Yes,12,3,3,80,0,15,1,3,15,14,8,12,No
35,Travel_Frequently,853,Sales,18,3,71,11031,9069,Sales Executive,5,Life Sciences,1,74,2,Maleale,3,1,Married,1,Y,No,22,4,4,80,1,9,3,2,9,8,1,8,No
35,Travel_Rarely,1142,Research & Development,23,1,30,16002,4014,Laboratory Technician,4,Medical,1,75,3,Femaleemale,3,1,Married,3,Y,Yes,15,3,3,80,1,4,3,3,2,2,2,2,No
31,Travel_Rarely,655,Research & Development,7,2,48,9528,5915,Laboratory Technician,4,Life Sciences,1,76,4,Maleale,3,4,Divorced,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7,No
37,Travel_Rarely,1115,Research & Development,1,2,51,2689,5993,Manufacturing Director,4,Life Sciences,1,77,1,Maleale,2,3,Divorced,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7,No
32,Travel_Rarely,427,Research & Development,1,2,33,10877,6162,Manufacturing Director,3,Medical,1,78,1,Maleale,3,4,Married,1,Y,Yes,22,2,4,80,1,9,3,3,9,8,7,8,No
38,Travel_Frequently,653,Research & Development,29,2,50,5456,2406,Laboratory Technician,5,Life Sciences,1,79,4,Femaleemale,3,4,Single,1,Y,No,11,4,3,80,0,10,2,3,10,3,9,9,No
50,Travel_Rarely,989,Research & Development,7,5,43,16701,18740,Research Director,2,Medical,1,80,2,Femaleemale,2,3,Divorced,5,Y,Yes,12,4,3,80,1,29,2,2,27,3,13,8,No
59,Travel_Rarely,1435,Sales,25,3,99,2354,7637,Sales Executive,3,Life Sciences,1,81,1,Femaleemale,3,1,Single,7,Y,No,11,4,3,80,0,28,3,2,21,16,7,9,No
36,Travel_Rarely,1223,Research & Development,8,3,59,8202,10096,Healthcare Representative,3,Technical Degree,1,83,3,Femaleemale,3,3,Divorced,1,Y,No,13,2,3,80,3,17,2,3,17,14,12,8,No
55,Travel_Rarely,836,Research & Development,8,4,33,19730,14756,Manager,3,Medical,1,84,4,Femaleemale,3,3,Divorced,2,Y,Yes,14,3,3,80,3,21,2,3,5,0,0,2,No
36,Travel_Frequently,1195,Research & Development,11,2,95,22656,6499,Manufacturing Director,3,Life Sciences,1,85,2,Maleale,2,2,Single,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3,No
45,Travel_Rarely,1339,Research & Development,7,3,59,18787,9724,Research Scientist,3,Life Sciences,1,86,2,Maleale,3,1,Divorced,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0,No
35,Travel_Frequently,664,Research & Development,1,1,79,5868,2194,Research Scientist,3,Medical,1,88,2,Maleale,3,1,Married,4,Y,No,13,4,3,80,1,5,2,2,3,2,1,2,No
36,Travel_Rarely,318,Research & Development,9,1,79,21777,3388,Research Scientist,3,Medical,1,90,4,Maleale,2,3,Married,0,Y,Yes,17,1,3,80,1,2,0,2,1,0,0,0,Yes
59,Travel_Frequently,1225,Sales,1,2,57,24668,5473,Sales Executive,1,Life Sciences,1,91,1,Femaleemale,2,3,Single,7,Y,No,11,4,3,80,0,20,2,2,4,3,1,3,No
29,Travel_Rarely,1328,Research & Development,2,1,76,4956,2703,Research Scientist,3,Life Sciences,1,94,3,Maleale,3,2,Married,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4,No
31,Travel_Rarely,1082,Research & Development,1,1,87,18775,2501,Research Scientist,4,Medical,1,95,3,Maleale,3,2,Single,1,Y,No,17,2,3,80,0,1,4,3,1,1,1,0,No
32,Travel_Rarely,548,Research & Development,1,2,66,7346,6220,Research Scientist,3,Life Sciences,1,96,2,Maleale,3,2,Married,1,Y,No,17,2,3,80,2,10,3,3,10,4,0,9,No
36,Travel_Rarely,132,Research & Development,6,1,55,22002,3038,Laboratory Technician,3,Life Sciences,1,97,2,Femaleemale,4,4,Married,3,Y,No,12,2,3,80,0,5,3,3,1,0,0,0,No
31,Travel_Rarely,746,Research & Development,8,2,61,20682,4424,Manufacturing Director,4,Life Sciences,1,98,3,Femaleemale,3,4,Single,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,8,No
35,Travel_Rarely,776,Sales,1,2,32,23016,4312,Sales Executive,4,Marketing,1,100,3,Maleale,2,1,Single,0,Y,No,14,2,3,80,0,16,2,3,15,13,2,8,No
45,Travel_Rarely,193,Research & Development,6,3,52,15067,13245,Research Director,4,Other,1,101,4,Maleale,3,1,Married,4,Y,Yes,14,2,3,80,0,17,3,4,0,0,0,0,No
37,Travel_Rarely,397,Research & Development,7,3,30,25258,13664,Research Director,4,Medical,1,102,1,Maleale,3,3,Single,4,Y,No,13,1,3,80,0,16,3,4,5,2,0,2,No
46,Travel_Rarely,945,Human Resources,5,2,80,10425,5021,Human Resources,2,Medical,1,103,2,Maleale,3,2,Divorced,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,No
30,Travel_Rarely,852,Research & Development,1,2,55,15998,5126,Laboratory Technician,1,Life Sciences,1,104,4,Maleale,2,4,Married,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,No
35,Travel_Rarely,1214,Research & Development,1,1,30,26278,2859,Research Scientist,3,Medical,1,105,2,Maleale,2,3,Single,1,Y,No,18,1,3,80,0,6,3,3,6,4,0,4,No
55,Travel_Rarely,111,Sales,1,3,70,18092,10239,Sales Executive,2,Life Sciences,1,106,1,Maleale,3,4,Married,3,Y,No,14,4,3,80,1,24,4,3,1,0,1,0,No
38,Non-Travel,573,Research & Development,6,2,79,15717,5329,Research Scientist,3,Medical,1,107,2,Femaleemale,1,4,Divorced,7,Y,Yes,12,4,3,80,3,17,3,3,13,11,1,9,No
34,Travel_Rarely,1153,Research & Development,1,2,94,17736,4325,Manufacturing Director,2,Medical,1,110,1,Maleale,3,2,Married,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,No
56,Travel_Rarely,1400,Research & Development,7,3,49,21698,7260,Manufacturing Director,3,Life Sciences,1,112,4,Maleale,1,4,Single,4,Y,No,11,1,3,80,0,37,3,2,6,4,0,2,No
23,Travel_Rarely,541,Sales,2,1,62,9518,2322,Sales Representative,1,Technical Degree,1,113,3,Maleale,3,1,Divorced,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0,No
51,Travel_Rarely,432,Research & Development,9,1,96,18725,2075,Laboratory Technician,4,Life Sciences,1,116,4,Maleale,3,4,Married,3,Y,No,23,2,4,80,2,10,4,3,4,2,0,3,No
30,Travel_Rarely,288,Research & Development,2,2,99,15830,4152,Healthcare Representative,3,Life Sciences,1,117,3,Maleale,2,4,Married,1,Y,No,19,1,3,80,3,11,3,3,11,10,10,8,No
46,Travel_Rarely,669,Sales,9,3,64,13596,9619,Sales Executive,2,Medical,1,118,3,Maleale,2,4,Single,1,Y,No,16,4,3,80,0,9,3,3,9,8,4,7,Yes
40,Travel_Frequently,530,Research & Development,1,4,78,14115,13503,Healthcare Representative,4,Life Sciences,1,119,3,Maleale,2,2,Married,1,Y,No,22,4,4,80,1,22,3,2,22,3,11,11,No
51,Travel_Rarely,632,Sales,21,2,71,8423,5441,Sales Executive,4,Marketing,1,120,3,Maleale,3,4,Single,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0,No
30,Travel_Rarely,1334,Sales,4,2,63,19760,5209,Sales Executive,2,Medical,1,121,3,Femaleemale,2,2,Divorced,1,Y,Yes,12,2,3,80,3,11,4,2,11,8,2,7,No
46,Travel_Frequently,638,Research & Development,1,3,40,3142,10673,Healthcare Representative,3,Medical,1,124,3,Maleale,2,1,Married,2,Y,Yes,13,3,3,80,1,21,5,2,10,9,9,5,No
32,Travel_Rarely,1093,Sales,6,2,87,24301,5010,Sales Executive,4,Medical,1,125,2,Maleale,3,3,Single,1,Y,No,16,1,3,80,0,12,0,3,11,8,5,7,No
54,Travel_Rarely,1217,Research & Development,2,3,60,24001,13549,Research Director,4,Technical Degree,1,126,1,Femaleemale,3,3,Married,9,Y,No,12,1,3,80,1,16,5,1,4,3,0,3,No
24,Travel_Rarely,1353,Sales,3,2,33,17519,4999,Sales Executive,2,Other,1,128,1,Femaleemale,3,3,Married,0,Y,No,21,1,4,80,1,4,2,2,3,2,0,2,No
28,Non-Travel,120,Sales,4,2,43,8863,4221,Sales Executive,3,Medical,1,129,2,Maleale,3,3,Married,1,Y,No,15,2,3,80,0,5,3,4,5,4,0,4,No
58,Travel_Rarely,682,Sales,10,4,37,24409,13872,Sales Executive,4,Medical,1,131,4,Maleale,3,3,Single,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8,No
44,Non-Travel,489,Research & Development,23,2,67,25043,2042,Laboratory Technician,3,Medical,1,132,2,Maleale,3,2,Married,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2,No
37,Travel_Rarely,807,Human Resources,6,1,63,23648,2073,Human Resources,4,Human Resources,1,133,3,Maleale,3,1,Divorced,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2,Yes
32,Travel_Rarely,827,Research & Development,1,1,71,15178,2956,Research Scientist,1,Life Sciences,1,134,4,Maleale,3,1,Single,1,Y,No,13,4,3,80,0,1,2,3,1,0,0,0,No
20,Travel_Frequently,871,Research & Development,6,1,66,19783,2926,Laboratory Technician,3,Life Sciences,1,137,4,Femaleemale,2,4,Single,1,Y,Yes,18,2,3,80,0,1,5,3,1,0,1,0,Yes
34,Travel_Rarely,665,Research & Development,6,2,41,12482,4809,Research Scientist,4,Other,1,138,1,Femaleemale,3,3,Single,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10,No
37,Non-Travel,1040,Research & Development,2,2,100,15850,5163,Healthcare Representative,2,Life Sciences,1,139,3,Maleale,2,4,Divorced,5,Y,No,14,4,3,80,1,17,2,4,1,0,0,0,No
59,Non-Travel,1420,Human Resources,2,5,32,21922,18844,Manager,4,Human Resources,1,140,3,Femaleemale,2,4,Married,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2,No
50,Travel_Frequently,1115,Research & Development,1,5,73,9755,18172,Research Director,3,Life Sciences,1,141,1,Femaleemale,3,2,Married,3,Y,Yes,19,1,3,80,0,28,1,2,8,3,0,7,No
25,Travel_Rarely,240,Sales,5,2,46,26959,5744,Sales Executive,3,Marketing,1,142,3,Maleale,2,3,Single,1,Y,Yes,11,4,3,80,0,6,1,3,6,4,0,3,Yes
25,Travel_Rarely,1280,Research & Development,7,1,64,26897,2889,Research Scientist,1,Medical,1,143,4,Maleale,2,4,Married,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1,No
22,Travel_Rarely,534,Research & Development,15,1,59,23785,2871,Laboratory Technician,3,Medical,1,144,2,Femaleemale,3,4,Single,1,Y,No,15,3,3,80,0,1,5,3,0,0,0,0,No
51,Travel_Frequently,1456,Research & Development,1,3,30,25796,7484,Healthcare Representative,4,Medical,1,145,1,Femaleemale,2,1,Single,3,Y,No,20,3,4,80,0,23,1,2,13,12,12,8,No
34,Travel_Frequently,658,Research & Development,7,2,66,22887,6074,Laboratory Technician,3,Life Sciences,1,147,1,Maleale,1,3,Single,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6,Yes
54,Non-Travel,142,Human Resources,26,4,30,13871,17328,Manager,3,Human Resources,1,148,4,Femaleemale,4,4,Single,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4,No
24,Travel_Rarely,1127,Research & Development,18,1,52,13257,2774,Laboratory Technician,1,Life Sciences,1,150,2,Maleale,3,3,Married,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2,No
34,Travel_Rarely,1031,Research & Development,6,2,45,15000,4505,Research Scientist,4,Life Sciences,1,151,3,Femaleemale,2,2,Divorced,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0,No
37,Travel_Rarely,1189,Sales,3,3,87,14506,7428,Sales Executive,3,Life Sciences,1,152,3,Maleale,3,4,Single,2,Y,No,12,1,3,80,0,12,3,3,5,3,1,3,No
34,Travel_Rarely,1354,Research & Development,5,3,45,5615,11631,Manager,3,Medical,1,153,3,Femaleemale,2,1,Single,2,Y,No,12,4,3,80,0,14,6,3,11,10,5,8,No
36,Travel_Frequently,1467,Sales,11,3,92,22952,9738,Sales Executive,2,Technical Degree,1,154,2,Femaleemale,3,4,Married,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8,No
36,Travel_Rarely,922,Research & Development,3,1,39,2561,2835,Laboratory Technician,2,Life Sciences,1,155,1,Femaleemale,3,4,Divorced,5,Y,No,22,1,4,80,1,7,2,3,1,0,0,0,No
43,Travel_Frequently,394,Sales,26,4,92,19494,16959,Manager,2,Life Sciences,1,158,3,Maleale,3,4,Married,1,Y,Yes,12,4,3,80,2,25,3,4,25,12,4,12,No
30,Travel_Frequently,1312,Research & Development,23,1,96,22310,2613,Research Scientist,3,Life Sciences,1,159,1,Maleale,1,3,Divorced,1,Y,No,25,3,4,80,3,10,2,2,10,7,0,9,No
33,Non-Travel,750,Sales,22,2,95,15480,6146,Sales Executive,2,Marketing,1,160,3,Maleale,3,2,Married,0,Y,No,13,1,3,80,1,8,2,4,7,7,0,7,No
56,Travel_Rarely,441,Research & Development,14,1,72,4510,4963,Research Scientist,4,Life Sciences,1,161,2,Femaleemale,3,2,Married,9,Y,Yes,18,1,3,80,3,7,2,3,5,4,4,3,Yes
51,Travel_Rarely,684,Research & Development,6,5,51,6462,19537,Research Director,3,Life Sciences,1,162,1,Maleale,3,3,Single,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15,No
31,Travel_Rarely,249,Sales,6,2,76,20739,6172,Sales Executive,4,Life Sciences,1,163,2,Maleale,1,3,Married,4,Y,Yes,18,2,3,80,0,12,3,2,7,7,7,7,Yes
26,Travel_Rarely,841,Research & Development,6,1,46,23300,2368,Research Scientist,3,Other,1,164,3,Femaleemale,2,2,Married,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,No
58,Travel_Rarely,147,Research & Development,23,3,94,3465,10312,Healthcare Representative,4,Medical,1,165,4,Femaleemale,3,4,Married,1,Y,No,12,4,3,80,1,40,3,2,40,10,15,6,Yes
19,Travel_Rarely,528,Sales,22,1,50,26820,1675,Sales Representative,1,Marketing,1,167,4,Maleale,3,3,Single,1,Y,Yes,19,4,3,80,0,0,2,2,0,0,0,0,Yes
22,Travel_Rarely,594,Research & Development,2,1,100,19299,2523,Laboratory Technician,1,Technical Degree,1,169,3,Maleale,3,4,Married,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1,No
49,Travel_Rarely,470,Research & Development,20,2,96,5549,6567,Manufacturing Director,4,Medical,1,170,3,Femaleemale,3,1,Married,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11,No
43,Travel_Frequently,957,Research & Development,28,1,72,16090,4739,Research Scientist,3,Medical,1,171,2,Femaleemale,4,3,Single,4,Y,No,12,4,3,80,0,18,2,3,3,2,1,2,No
50,Travel_Frequently,809,Sales,12,3,77,6645,9208,Sales Executive,3,Marketing,1,174,3,Femaleemale,3,4,Single,4,Y,No,11,4,3,80,0,16,3,3,2,2,2,1,No
31,Travel_Rarely,542,Sales,20,2,71,24788,4559,Sales Executive,3,Life Sciences,1,175,2,Femaleemale,1,3,Married,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2,Yes
41,Travel_Rarely,802,Sales,9,3,96,21196,8189,Sales Executive,1,Life Sciences,1,176,3,Maleale,3,3,Divorced,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7,No
26,Travel_Rarely,1355,Human Resources,25,1,61,8916,2942,Human Resources,1,Life Sciences,1,177,3,Femaleemale,3,3,Married,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7,No
36,Travel_Rarely,216,Research & Development,6,2,84,2819,4941,Manufacturing Director,2,Medical,1,178,2,Maleale,3,2,Divorced,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1,No
51,Travel_Frequently,1150,Research & Development,8,3,53,25150,10650,Manufacturing Director,4,Life Sciences,1,179,1,Maleale,1,4,Single,2,Y,No,15,4,3,80,0,18,2,3,4,2,0,3,Yes
39,Travel_Rarely,1329,Sales,4,2,47,14590,5902,Sales Executive,4,Life Sciences,1,182,4,Femaleemale,2,3,Married,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9,No
25,Travel_Rarely,959,Sales,28,2,41,24835,8639,Sales Executive,3,Life Sciences,1,183,1,Maleale,2,3,Married,2,Y,No,18,4,3,80,0,6,3,3,2,2,2,2,No
30,Travel_Rarely,1240,Human Resources,9,2,48,13982,6347,Human Resources,3,Human Resources,1,184,3,Maleale,3,4,Married,0,Y,Yes,19,4,3,80,0,12,2,1,11,9,4,7,No
32,Travel_Rarely,1033,Research & Development,9,1,41,10224,4200,Laboratory Technician,3,Medical,1,190,1,Femaleemale,3,1,Single,7,Y,No,22,1,4,80,0,10,2,4,5,4,0,4,Yes
45,Travel_Rarely,1316,Research & Development,29,1,83,9752,3452,Research Scientist,3,Medical,1,192,3,Maleale,3,4,Single,5,Y,No,13,2,3,80,0,9,2,2,6,5,0,3,No
38,Travel_Rarely,364,Research & Development,3,2,32,2302,4317,Research Scientist,5,Technical Degree,1,193,4,Femaleemale,3,3,Single,3,Y,Yes,20,2,4,80,0,19,2,3,3,2,2,2,No
30,Travel_Rarely,438,Research & Development,18,1,75,23910,2632,Research Scientist,3,Life Sciences,1,194,1,Femaleemale,3,3,Single,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4,No
32,Travel_Frequently,689,Sales,9,2,35,22812,4668,Sales Executive,2,Medical,1,195,4,Maleale,1,4,Divorced,0,Y,No,17,4,3,80,3,9,2,4,8,7,0,7,No
30,Travel_Rarely,201,Research & Development,5,1,84,10415,3204,Research Scientist,3,Technical Degree,1,197,4,Femaleemale,3,1,Divorced,5,Y,No,14,4,3,80,1,8,3,3,3,2,2,2,No
